	F05WBS_1.c3d	F05WBS_1.c3d	F05WBS_1.c3d	F05WBS_1.c3d	F05WBS_1.c3d	F05WBS_1.c3d	F05WBS_2.c3d	F05WBS_2.c3d	F05WBS_2.c3d	F05WBS_2.c3d	F05WBS_2.c3d	F05WBS_2.c3d	F05WBS_3.c3d	F05WBS_3.c3d	F05WBS_3.c3d	F05WBS_3.c3d	F05WBS_3.c3d	F05WBS_3.c3d	F05WBS_4.c3d	F05WBS_4.c3d	F05WBS_4.c3d	F05WBS_4.c3d	F05WBS_4.c3d	F05WBS_4.c3d	F05WBS_5.c3d	F05WBS_5.c3d	F05WBS_5.c3d	F05WBS_5.c3d	F05WBS_5.c3d	F05WBS_5.c3d
	Right_Hip_Angle	Right_Hip_Velocity	Right_Knee_Angle	Right_Knee_Velocity	Right_Ankle_Angle	Right_Ankle_Velocity	Right_Hip_Angle	Right_Hip_Velocity	Right_Knee_Angle	Right_Knee_Velocity	Right_Ankle_Angle	Right_Ankle_Velocity	Right_Hip_Angle	Right_Hip_Velocity	Right_Knee_Angle	Right_Knee_Velocity	Right_Ankle_Angle	Right_Ankle_Velocity	Right_Hip_Angle	Right_Hip_Velocity	Right_Knee_Angle	Right_Knee_Velocity	Right_Ankle_Angle	Right_Ankle_Velocity	Right_Hip_Angle	Right_Hip_Velocity	Right_Knee_Angle	Right_Knee_Velocity	Right_Ankle_Angle	Right_Ankle_Velocity
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
31	11.30534	72.21671	10.18556	-36.54924	-14.15846	-42.65440	9.70103	74.66812	8.37245	-8.93688	-12.64545	-52.10977	9.52492	69.73080	12.35340	-21.62583	-15.02983	-49.30128	9.17029	57.01262	10.05100	3.13437	-13.39831	-50.59817	9.52538	80.01836	9.41988	-30.07002	-13.76315	-43.38747
32	12.19961	69.70061	9.77989	-30.36577	-14.71171	-44.96980	10.64957	74.65239	8.30439	-3.31967	-13.33275	-55.79020	10.39573	72.21629	12.13059	-18.32326	-15.66277	-50.67278	9.90464	59.76596	10.10626	0.98900	-14.04428	-49.74448	10.50339	78.06928	9.10607	-24.55340	-14.30878	-45.32376
33	13.06182	67.19489	9.46193	-23.32091	-15.29744	-47.44189	11.59894	74.89957	8.30117	0.80785	-14.06671	-59.12714	11.29236	74.13262	11.94543	-15.54302	-16.31441	-51.23703	10.67807	63.10061	10.12026	-1.58416	-14.68893	-49.00780	11.45726	76.18551	8.86700	-19.51839	-14.88045	-47.31997
34	13.89259	64.57030	9.23917	-15.65917	-15.91716	-49.80972	12.55203	75.07776	8.34416	3.66292	-14.84029	-61.67041	12.20209	74.95226	11.79674	-12.92637	-16.97224	-51.29926	11.49183	66.06676	10.09561	-3.72177	-15.33750	-48.59336	12.38549	73.84355	8.69458	-14.75527	-15.47735	-48.92966
35	14.68745	61.21288	9.11851	-7.62380	-16.56867	-51.93876	13.50301	74.42860	8.41965	5.89099	-15.64012	-63.03349	13.11355	74.80624	11.68313	-10.36431	-17.62854	-51.08188	12.33591	68.00136	10.04481	-4.84468	-15.98930	-48.35173	13.28047	70.87766	8.58450	-9.90610	-16.09339	-49.75415
36	15.43203	56.68993	9.10452	0.50331	-17.24713	-53.70105	14.43712	72.39705	8.52165	8.26171	-16.45095	-63.24930	14.01576	73.35175	11.60470	-7.36955	-18.27829	-50.52592	13.19563	68.56806	9.98859	-4.28106	-16.63901	-48.23448	14.13646	67.71638	8.53660	-4.79849	-16.71772	-49.53772
37	16.11273	51.77431	9.19689	8.41435	-17.94470	-54.85537	15.33462	68.53028	8.65368	11.35650	-17.26038	-62.69297	14.89018	70.19341	11.56956	-3.30721	-18.91468	-49.25301	14.05116	67.45087	9.95933	-1.33296	-17.28135	-48.00974	14.95495	64.91984	8.55183	0.72285	-17.33650	-48.23137
38	16.73374	47.79390	9.38944	16.08517	-18.65031	-54.97554	16.16927	62.46865	8.82823	15.56688	-18.06042	-61.71667	15.71774	65.64666	11.59067	1.97771	-19.52548	-46.67070	14.88004	64.60404	9.99227	3.95426	-17.91099	-47.32662	15.74259	62.51569	8.63368	7.13592	-17.93582	-45.98939
39	17.31291	45.12709	9.67708	23.95939	-19.34743	-53.41158	16.91373	54.63891	9.06349	21.03060	-18.84569	-60.38885	16.48653	60.20534	11.67841	8.25237	-20.09167	-42.36122	15.66132	60.04805	10.11141	10.88577	-18.52158	-45.96259	16.50109	59.83807	8.79512	15.03115	-18.50341	-42.96725
40	17.86486	43.08762	10.06222	32.60619	-20.01089	-49.57227	17.55217	46.29377	9.37776	27.62661	-19.60989	-58.23199	17.18813	54.14074	11.84067	15.25958	-20.59199	-36.53129	16.37467	54.04918	10.32829	18.61203	-19.10472	-43.73135	17.22229	56.23650	9.05681	24.47945	-19.02729	-39.09709
41	18.39208	40.76166	10.55514	42.24974	-20.60916	-43.27180	18.08776	38.92661	9.78460	34.88221	-20.33603	-54.10497	17.81599	47.85312	12.08442	22.68715	-21.01112	-29.79483	17.00733	47.55034	10.64346	26.38597	-19.64948	-40.38398	17.89279	51.49900	9.43606	34.83608	-19.49411	-34.29490
42	18.88658	37.55083	11.16705	52.65785	-21.11004	-34.72121	18.54073	33.38852	10.28820	42.11861	-20.99042	-47.07970	18.36957	41.98636	12.41369	30.20385	-21.34014	-22.35504	17.56157	41.63433	11.04968	33.83609	-20.14124	-35.71356	18.49938	46.08838	9.93925	44.94686	-19.89198	-28.74997
43	19.33536	33.42332	11.90557	63.41339	-21.48538	-24.35988	18.93517	29.56012	10.88306	48.93073	-21.53291	-37.32224	18.85686	37.26052	12.83028	37.69882	-21.56699	-13.80914	18.05035	36.82853	11.54030	41.08477	-20.56317	-29.72913	19.03957	41.14554	10.55834	53.71595	-20.21237	-22.61016
44	19.72830	28.74849	12.77323	73.95579	-21.71241	-12.55171	19.29024	27.04406	11.56092	55.44970	-21.93147	-25.68049	19.29442	34.08632	13.33732	45.36888	-21.67272	-3.85472	18.48781	33.07809	12.11561	48.35917	-20.89890	-22.43658	19.52557	37.55365	11.27584	60.83895	-20.44618	-15.64442
45	20.05938	23.63437	13.76599	83.93605	-21.77087	0.62698	19.62040	25.41893	12.31966	62.27803	-22.16505	-12.71411	19.70055	32.16363	13.94228	53.67603	-21.63785	7.40988	18.88444	30.10608	12.77856	55.71660	-21.12992	-13.76015	19.97594	35.34099	12.07426	66.70708	-20.58007	-7.49253
46	20.32225	18.07105	14.87902	93.58105	-21.64021	15.33454	19.93376	24.09785	13.16788	70.35126	-22.21691	1.60737	20.08740	30.85798	14.65821	63.12574	-21.44673	19.98637	19.24732	27.65819	13.53229	63.34417	-21.23693	-3.78409	20.40431	33.64569	12.94173	72.15093	-20.59771	2.04170
47	20.51282	12.31726	16.11159	103.57764	-21.29793	31.97459	20.23030	22.43600	14.12737	80.64472	-22.06661	17.86384	20.46033	29.47990	15.50054	74.11052	-21.08103	34.70105	19.58176	25.55108	14.38300	71.62616	-21.20156	7.75732	20.80943	31.13111	13.87767	78.32142	-20.48100	13.30748
48	20.63030	6.63297	17.47248	115.07758	-20.71598	51.62969	20.50176	19.61644	15.23064	93.91344	-21.68206	37.06482	20.81399	26.88375	16.48730	87.19724	-20.50440	53.22303	19.89085	23.33823	15.34226	81.33347	-20.99922	21.76148	21.17395	26.74357	14.89564	86.31186	-20.20274	27.39600
49	20.67416	0.90704	18.98684	129.32033	-19.84836	75.95250	20.72712	14.54261	16.51744	110.83377	-21.01639	60.28159	21.12423	21.62417	17.64615	103.35772	-19.65726	76.88143	20.16857	19.96765	16.43355	93.68737	-20.59168	39.60897	21.47063	19.85921	16.02174	97.10603	-19.71626	45.94476
